aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC

aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
aardvark	VCCCVCC	3	ˈärd-ˌvärk	1VCCCVCC
test	CVCC		ˈtest	C1VCC
test	CVCC		ˈtest	C1VCC
variation	CVCVVCVC	0,3,4,5	ˌver-ē-ˈā-shən	CVCV1VCVC	_vEHrIY1EYSIXn.
saline	CVCVC	0,2	ˈsā-ˌlēn	C1VCVC	_s1EYlIYn.
secretariat	CVCCVCVCVVC	0,2,5,8,9	ˌse-krə-ˈter-ē-ət	CVCCVC1VCVVC	_sEHkrIXt1EHrIYIXt.
bespoke	CVCCVC	0,2	bi-ˈspōk	CVCC1VC	_bIHsp1OWk.
relegate	CVCVCVC	0,2,4	ˈre-lə-ˌgāt	C1VCVCVC	_r1EHlAXgEYt.
concourse	CVCCVCC	0,3	ˈkän-ˌkȯrs	C1VC=CVCC	_k1AAn=kAOrs.
oops	CVVCC	0	ˈ(w)u̇(ə)ps	1VCC	_1UWps.
lacrosse	CVCCVC	0,2	lə-ˈkrȯs	CVCC1VC	_lAXkr1AOs.
beta	CVCV	0,2	ˈbā-tə	C1VCV	_b1EYtAX.
nutmeg	CVCCVC	0,3	ˈnət-ˌmeg	C1VCCVC	_n1UXtmEHg.
nestle	CVCVC	0,2	ˈne-səl	C1VCVC	_n1EHsAXl.
deformity	CVCVCCVCV	0,2,5,7	di-ˈfȯr-mə-tē	CVC1VCCVCV	_dIHf1AOrmIXtIY.
inelastic	VCVCVCCVC	0,1,3,6	ˌi-nə-ˈlas-tik	VC=VC1VCCVC	_IHn=IHl1AEstIHk.
launcher	CVCCVC	0,3	ˈlȯn-chər	C1VCCVC	_l1AOnCAXr.
curry	CVCV	0,3	ˈkər-ē	C1VCV	_k1UXrIY.
saturnine	CVCVCCVC	0,2,5	ˈsa-tər-ˌnīn	C1VCVCCVC	_s1AEtAXrnAYn.
escapee	VCCVCV	0,2,4	is-ˌkā-ˈpē	VCCVC1V	_EHskEYp1IY.
routine	CVCVC	0,2	rü-ˈtēn	CVC1VC	_rUWt1IYn.
compliance	CVCCCVVCC	0,3,6	kəm-ˈplī-ən(t)s	CVCCC1VVCC	_kAXmpl1AYIXns.
powerhouse	CVVCCVC	0,2,4	ˈpau̇(-ə)r-ˌhau̇s	C1VVCCVC	_p1AWAXrhAWs.
illusionist	VCVCCVCC	0,1,4	i-ˈlüzh-nist	VC1VCVC 2VCC	_IHl1UWZIXn ~2IHst.
baggage	CVCVC	0,2	ˈba-gij	C1VCVC	_b1AEgIHJ.
everywhere	VCCVCCVC	0,2,4	ˈev-rē-ˌ(h)wer	1VC=CV=CVC	_1EHv=rIY=wEHr.
trendy	CCVCCV	0,4	ˈtren-dē	CC1VCCV	_tr1EHndIY.
coprophagous	CVCCVCVCVC	0,2,5,7	kə-ˈprä-fə-gəs	C1VCCVCVCVC	_k1AAprOWfAXgAXs.
publican	CVCCVCVC	0,2,5	ˈpə-bli-kən	C1VC=CVCVC	_p1UXb=lIHkIXn.
blot	CCVC	0	ˈblät	CC1VC	_bl1AAt.
hillock	CVCVC	0,2	ˈhi-lək	C1VCVC	_h1IHlAXk.
tickler	CVCVCVC	0,2,4	ˈti-k(ə-)lər	C1VCCVC	_t1IHklAXr.
misgive	CVCCVC	0,3	ˌmis-ˈgiv	C1VC C2VC	_m1IHs ~g2IHv.
contamination	CVCCVCVCVCVC	0,3,5,7,9	kən-ˌta-mə-ˈnā-shən	CVCCVCVC1VCVC	_kAXntAEmIXn1EYSIXn.
typographic	CVCVCCVCVC	0,2,4,7	ˌtī-pə-ˈgra-fik	C1VCV CC2VCVC	_t1AYpOW ~gr2AEfIHk.
over	VCVC	0,1	ˈō-vər	1VCVC	_1OWvAXr.
drifter	CCVCCVC	0,4	ˈdrif-tər	CC1VCCVC	_dr1IHftAXr.
mustard	CVCCVCC	0,3	ˈməs-tərd	C1VCCVCC	_m1UXstAXrd.
wringer	CVCVC	0,3	ˈriŋ-ər	C1VCVC	_r1IHNAXr.
conundrum	CVCVCCCVC	0,2,5	kə-ˈnən-drəm	CVC1VCCCVC	_kAXn1UXndrIXm.
subdue	CVCCV	0,3	səb-ˈdü	CVCC1V	_sAXbd1UW.
sanitation	CVCVCVCVC	0,2,4,6	ˌsa-nə-ˈtā-shən	CVCVC1VCVC	_sAEnIXt1EYSIXn.
tench	CVCC	0	ˈtench	C1VCC	_t1EHnC.
roast	CVCC	0	ˈrōst	C1VCC	_r1OWst.
echoic	VCVVC	0,1,3	ə-ˈkō-ik	VC1VVC	_EHk1OWIHk.
varicose	CVCVCVC	0,2,4	ˈva-rə-ˌkōs	C1VCVCVC	_v1AErIHkOWs.
likelihood	CVCCVCVC	0,2,5	ˈlī-klē-ˌhu̇d	C1VCCVCVC	_l1AYklIYhUHd.
retention	CVCVCCVC	0,2,5	ri-ˈten(t)-shən	CVC1VCCVC	_rIXt1EHnSIXn.
admixture	VCCVCCCVC	0,2,6	ad-ˈmiks-chər	VCC1VCCCVC	_AEdm1IXksCAXr.
livestock	CVCCCVC	0,3	ˈlīv-ˌstäk	C1VCCCVC	_l1AYvstAAk.
tinting	CVCCVC	0,3	ˈtin-tiŋ	C1VCC=VC	_t1IHnt=IXN.
aroma	VCVCV	0,1,3	ə-ˈrō-mə	VCC1VCV	_AXrr1OWmAX.
soft	CVCC	0	ˈsȯft	C1VCC	_s1AOft.
sarcophagus	CVCCVCVCVC	0,3,5,7	sär-ˈkä-fə-gəs	CVCC1VCVCVC	_sAArk1AAfAXgAXs.
copperplate	CVCVCCCVC	0,2,5	ˈkä-pər-ˌplāt	C1VCVC CC2VC	_k1AApAXr ~pl2EYt.
coordinate	CVVCCCVC	0,2,5	kō-ˈȯrd-nət;	CV1VCCVCVC	_kOW1AOrdIXnEYt.
ukulele	VCVCVCV	0,1,3,5	ˌyü-kə-ˈlā-lē	CVCVC1VCV	_yUWkAXl1EYlIY.
calling	CVCVC	0,2	ˈkȯ-liŋ	C1VC=VC	_k1AOl=IHN.
dare	CVC	0	ˈder	C1VC	_d1EHr.
capitol	CVCVCVC	0,2,4	ˈka-pə-təl	C1VCVCVC	_k1AEpIXtAXl.
ribaldry	CVCVCCCV	0,2,5	ˈri-bəl-drē	C1VCVCCCV	_r1IHbAXldrIY.
vacation	CVCVCVC	0,2,4	vā-ˈkā-shən	CVC1VCVC	_vEYk1EYSIXn.
laxity	CVCCVCV	0,3,5	ˈlak-sə-tē	C1VCCVCV	_l1AEksIXtIY.
sting	CCVC	0	ˈstiŋ	CC1VC	_st1IHN.
leading	CVCVC	0,2	ˈlē-diŋ	C1VC=VC	_l1IYd=IHN.
communicative	CVCVCVCVCVC	0,2,4,6,8	kə-ˈmyü-nə-ˌkā-tiv	CVCC1VCVCVCVC	_kAXmy1UWnIHkIXtIHv.
organism	VCCVCVCVC	0,2,4,6	ˈȯr-gə-ˌni-zəm	1VCCVCVCVC	_1AOrgAXnIHzAXm.
introspection	VCCCVCCVCCVC	0,2,5,9	ˌin-trə-ˈspek-shən	1VCCCVCC1VCCVC	_1IHntrAXsp1EHkSIXn.
screenplay	CCCVCCCV	0,5	ˈskrēn-ˌplā	CCC1VCCCV	_skr1IYnplEY.
rollicking	CVCVCVC	0,2,4	ˈrä-li-kiŋ	C1VCVC=VC	_r1AAlIHk=IHN.
euphonious	VCVCVVC	0,1,3,5	yü-ˈfō-nē-əs	CVC1VCVVC	_yUWf1OWnIYIXs.
frailty	CCVCCV	0,4	ˈfrāl-tē	CC1VCCV	_fr1EYltIY.
cone	CVC	0	ˈkōn	C1VC	_k1OWn.
racialism	CVCVCVCVC	0,2,4,6	ˈrā-shə-ˌli-zəm	C1VCVC=VCVC	_r1EYSAXl=IXzAXm.
vacuole	CVCVCVC	0,2,4	ˈva-kyə-ˌwōl	C1VCCVVC	_v1AEkyUWOWl.
centralism	CVCCCVCVCVC	0,3,6,8	ˈsen-trə-ˌli-zəm	C1VCCCVC=VCVC	_s1EHntrAXl=IXzAXm.
kilowatt	CVCVCVC	0,2,4	ˈki-lə-ˌwät	C1VCVCVC	_k1IHlAXwAAt.
senility	CVCVCVCV	0,2,4,6	si-ˈni-lə-tē	CVC1VCVCV	_sIHn1IHlIXtIY.
displeasure	CVCCCVCVC	0,3,6	(ˌ)dis-ˈple-zhər	CVCCC1VCVC	_dIHspl1EHZAXr.
mixture	CVCCCVC	0,4	ˈmiks-chər	C1VCCCVC	_m1IHksCAXr.
reincarnation	CVVCCVCCVCVC	0,2,4,7,9	ˌrē-(ˌ)in-(ˌ)kär-ˈnā-shən	C1VVCCVCC1VCVC	_r1IYIHnkAArn1EYSIXn.
examine	VCCVCVC	0,2,4	ig-ˈza-mən	VCC1VCVC	_IHgz1AEmIXn.
parishioner	CVCVCVCVC	0,2,4,6	pə-ˈri-sh(ə-)nər	CVCC1VCVCVC	_pAXrr1IHSIXnAXr.
authoritative	VCVCVCVCVC	0,1,4,5,7	ə-ˈthär-ə-ˌtā-tiv	VC1VCVCVCVC	_AXT1AOrIXtEYtIHv.
vehicular	CVCVCVCVC	0,2,4,6	vē-ˈhi-kyə-lər	CVC1VCCVCVC	_vIYh1IHkyIXlAXr.
corn	CVCC	0	ˈkȯrn	C1VCC	_k1AOrn.
epigraph	VCVCCVC	0,1,3	ˈe-pə-ˌgraf	1VCV=CC1VC	_1EHpIX=gr1AEf.
quiver	CCVCVC	0,3	ˈkwi-vər	CC1VCVC	_kw1IHvAXr.
puritanical	CVCVCVCVCVC	0,3,4,6,8	ˌpyu̇r-ə-ˈta-ni-kəl	CCVCVC1VCVCVC	_pyUHrIXt1AEnIHkAXl.
impossibility	VCCVCVCVCVCV	0,2,4,6,8,10	(ˌ)im-ˌpä-sə-ˈbi-lə-tē	VCC2VCV=C1VCVCV	_IHmp2AAsIX=b1IHlIXtIY.
interest	VCCVCVCC	0,2,4	ˈin-t(ə-)rəst;	1VCCCVCC	_1IHntrIXst.
easy	VCV	0,1	ˈē-zē	1VCV	_1IYzIY.
torrential	CVCVCCVC	0,2,5	tȯ-ˈren(t)-shəl	CVC1VCCVC	_tAOr1EHnCAXl.
dollop	CVCVC	0,2	ˈdä-ləp	C1VCVC	_d1AAlAXp.
dassie	CVCV	0,2	ˈda-sē	C1VCV	_d1AEsIY.
pergola	CVCCVCV	0,3,5	ˈpər-gə-lə	C1VCCVCV	_p1AXrgAXlAX.
download	CVCCVC	0,3	ˈdau̇n-ˌlōd	C1VCCVC	_d1AWnlOWd.
possibility	CVCVCVCVCV	0,2,4,6,8	ˌpä-sə-ˈbi-lə-tē	C1VCVC1VCVCV	_p1AAsIXb1IHlIXtIY.
waist	CVCC	0	ˈwāst	C1VCC	_w1EYst.
dicey	CVCV	0,2	ˈdī-sē	C1VCV	_d1AYsIY.
lusty	CVCCV	0,3	ˈləs-tē	C1VCCV	_l1UXstIY.
severally	CVCCVCV	0,3,5	ˈsev-rə-lē	C1VCCVCV	_s1EHvrAXlIY.
diffuser	CVCVCVC	0,2,4	di-ˈfyü-zər	CVCC1VC=VC	_dIHfy1UWz=AXr.
imperil	VCCVCVC	0,2,5	im-ˈper-əl	VCC1VCVC	_IHmp1EHrIXl.
atonement	VCVCCVCC	0,1,4	ə-ˈtōn-mənt	VC1VCCVCC	_AXt1OWnmIXnt.
imp	VCC	0	ˈimp	1VCC	_1IHmp.
cytochrome	CVCVCCVC	0,2,4	ˈsī-tə-ˌkrōm	C1VCVCCVC	_s1AYtOWkrOWm.
empress	VCCCVC	0,2	ˈem-prəs	1VCCCVC	_1EHmprIXs.
colonist	CVCVCVCC	0,2,4	ˈkä-lə-nist	C1VCVCVCC	_k1AAlIXnIXst.
cajole	CVCVC	0,2	kə-ˈjōl	CVC1VC	_kAXJ1OWl.
expletive	VCCCCVCVC	0,2,6	ˈek-splə-tiv	1VCCCCVCVC	_1EHksplIXtIHv.
pike	CVC	0	ˈpīk	C1VC	_p1AYk.
recalcitrance	CVCVCCVCCVCC	0,2,5,7	ri-ˈkal-sə-trən(t)s	CVC1VCCVCCVCC	_rIXk1AElsIXtrIXns.
taproom	CVCCVC	0,3	ˈtap-ˌrüm	C1VCCVC	_t1AEprUWm.
elevate	VCVCVC	0,1,3	ˈe-lə-ˌvāt	1VCVCVC	_1EHlIXvEYt.
academician	VCVCVCVCVC	0,1,3,5,7	ˌa-kə-də-ˈmi-shən	VCVCVC1VCVC	_AEkAXdIXm1IHSIXn.
batman	CVCCVC	0,3	ˈbat-mən	C1VCCVC	_b1AEtmAXn.
beachcomber	CVCCVCVC	0,3,5	ˈbēch-ˌkō-mər	C1VCCVCVC	_b1IYCkOWmAXr.
ascetic	VCVCVC	0,1,3	ə-ˈse-tik	VC1VCVC	_AXs1EHtIHk.
diametric	CVVCVCCVC	0,2,3,5	ˌdī-ə-ˈme-trik	C1VV C2VCCVC	_d1IYIX ~m2EHtrIHk.
ionosphere	VVCVCCVC	0,1,2,4	ī-ˈä-nə-ˌsfir	V1VCVCCVC	_AY1AAnIXsfIYr.
bigamous	CVCVCVC	0,2,4	ˈbi-gə-məs	C1VCVCVC	_b1IHgAXmAXs.
primordial	CCVCVCCVVC	0,3,6,8	prī-ˈmȯr-dē-əl	CCVC1VCCVC	_prAYm1AOrJAXl.
starter	CCVCCVC	0,4	ˈstär-tər	CC1VCCVC	_st1AArtAXr.
entrench	VCCCVCC	0,2	in-ˈtrench	VCCC1VCC	_EHntr1EHnC.
cafeteria	CVCVCVCVV	0,2,4,7,8	ˌka-fə-ˈtir-ē-ə	CVCVC1VCVV	_kAEfIXt1IHrIYAX.
alphabet	VCCVCVC	0,2,4	ˈal-fə-ˌbet	1VCCVCVC	_1AElfAXbEHt.
orgy	VCCV	0,2	ˈȯr-jē	1VCCV	_1AOrJIY.
banknote	CVCCCVC	0,4	ˈbaŋk-ˌnōt	C1VCCCVC	_b1AENknOWt.
inattention	VCVCVCCVC	0,1,3,6	ˌi-nə-ˈten(t)-shən	VC=VC1VCCVC	_IHn=IXt1EHnSIXn.
histogram	CVCCVCCVC	0,3,5	ˈhis-tə-ˌgram	C1VCCVCCVC	_h1IHstAXgrAEm.
coming	CVCVC	0,2	ˈkə-miŋ	C1VC=VC	_k1UXm=IHN.
habituate	CVCVCVCVC	0,2,4,6	hə-ˈbi-chə-ˌwāt	CVC1VCVVC	_hAXb1IHCUWEYt.
smock	CCVC	0	ˈsmäk	CC1VC	_sm1AAk.
immolate	VCVCVC	0,1,3	ˈi-mə-ˌlāt	1VCVCVC	_1IHmAXlEYt.
dissemble	CVCVCCVC	0,2,5	di-ˈsem-bəl	CVC1VCCVC	_dIXs1EHmbAXl.
prosodic	CCVCVCVC	0,3,5	prə-ˈsä-dik	CCVC1VCVC	_prIXs1AAdIHk.
sachet	CVCV	0,2	sa-ˈshā	CVC1V	_sAES1EY.
lethal	CVCVC	0,2	ˈlē-thəl	C1VCVC	_l1IYTAXl.
grapnel	CCVCCVC	0,4	ˈgrap-nəl	CC1VCCVC	_gr1AEpnAXl.
turin	CVCVC	0,3	ˈtu̇r-ən	CVC1VC	_tUWr1IHn.
outspread	VCCCCVC	0,2	ˌau̇t-ˈspred	2VC CCC1VC	~2AWt _spr1EHd.
bump	CVCC	0	ˈbəmp	C1VCC	_b1UXmp.
artillery	VCCVCVCV	0,2,4,7	är-ˈti-lər-ē	VCC1VCVCCV	_AArt1IHlAXrrIY.
lens	CVCC	0	ˈlenz	C1VCC	_l1EHnz.
correct	CVCVCC	0,2	kə-ˈrekt	CVCC1VCC	_kAXrr1EHkt.
troopship	CCVCCVC	0,4	ˈtrüp-ˌship	CC1VC C2VC	_tr1UWp ~S2IHp.
insinuate	VCCVCVCVC	0,2,5,6	in-ˈsin-yə-ˌwāt	VCC1VCCVVC	_IHns1IHnyUWEYt.
garner	CVCCVC	0,3	ˈgär-nər	C1VCCVC	_g1AArnAXr.
megaphone	CVCVCVC	0,2,4	ˈme-gə-ˌfōn	C1VCVCVC	_m1EHgAXfOWn.
sunbath	CVCCVC	0,3	ˈsən-ˌbath	C1VC C2VC	_s1UXn ~b2AET.
strain	CCCVC	0	ˈstrān	CCC1VC	_str1EYn.
pusher	CVCVC	0,2	ˈpu̇-shər	C1VCVC	_p1UHSAXr.
hispanic	CVCCVCVC	0,2,5	hi-ˈspa-nik	CVCC1VCVC	_hIHsp1AEnIHk.
facilitator	CVCVCVCVCVC	0,2,4,6,8	fə-ˈsi-lə-ˌtā-tər	CVC1VCVCVC=VC	_fAXs1IHlIXtEYt=AXr.
aneurysm	VCVCVCVC	0,2,3,5	ˈan-yə-ˌri-zəm	1VCCVCVCVC	_1AEnyIXrIHzAXm.
demagogic	CVCVCVCVC	0,2,4,6	ˌde-mə-ˈgä-gik	C1VCVC1VCVC	_d1EHmAXg1AAJIHk.
scorcher	CCVCCVC	0,4	ˈskȯr-chər	CC1VCC=VC	_sk1AOrC=AXr.
malta	CVCCV	0,3	ˈmȯl-tə	C1VCCV	_m1AOltAX.
rimmed	CVCC	0	ˈrimd	C1VCC	_r1IHmd.
conformance	CVCCVCCVCC	0,3,6	kən-ˈfȯr-mən(t)s	CVCC1VCCVCC	_kAXnf1AOrmIXns.
spindrift	CCVCCCVCC	0,4	ˈspin-ˌdrift	CC1VCCCVCC	_sp1IHndrIHft.
perforation	CVCCVCVCVC	0,3,5,7	ˌpər-fə-ˈrā-shən	CVCCVCC1VCVC	_pAXrfAXrr1EYSIXn.
ideally	VCVVCV	0,1,3,4	ī-ˈdē-ə-lē	VC1VVCV	_AYd1IYIXlIY.
breastbone	CCVCCCVC	0,5	ˈbres(t)-ˌbōn	CC1VCCCVC	_br1EHstbOWn.
remap	CVCVC	0,2	(ˌ)rē-ˈmap	C1V=C1VC	_r1IY=m1AEp.
surtax	CVCCVCC	0,3	ˈsər-ˌtaks	C1VCCVCC	_s1AXrtAEks.
pinup	CVCVC	0,3	ˈpin-ˌəp	C1VCVC	_p1IHnUXp.
col	CVC	0	ˈkäl	C1VC	_k1AAl.
duet	CVVC	0,2	dü-ˈet	CV1VC	_dUW1EHt.
ramrod	CVCCVC	0,3	ˈram-ˌräd	C1VCCVC	_r1AEmrAAd.
wallow	CVCV	0,2	ˈwä-(ˌ)lō	C1VCV	_w1AOlOW.
workmate	CVCCCVC	0,4	ˈwərk-ˌmāt	C1VCC C2VC	_w1AXrk ~m2EYt.
summon	CVCVC	0,2	ˈsə-mən	C1VCVC	_s1UXmAXn.
astrologer	VCCCVCVCVC	0,1,5,7	ə-ˈsträ-lə-jər	VCCC1VCVCVC	_AXstr1AAlIXJAXr.
enterprise	VCCVCCCVC	0,2,5	ˈen-tə(r)-ˌprīz	1VCCVCCCVC	_1EHntAXrprAYz.
isomeric	VCVCVCVC	0,1,3,6	ˌī-sə-ˈmer-ik	VCVC1VCVC	_AYsAXm1EHrIXk.
uphill	VCCVC	0,2	ˈəp-ˈhil	VCC1VC	_UXph1IHl.
accession	VCCVCVC	0,2,4	ik-ˈse-shən	VCC1VCVC	_AEks1EHSIXn.
almost	VCCVCC	0,2	ˈȯl-ˌmōst	VCC1VCC	_AOlm1OWst.
decanter	CVCVCCVC	0,2,5	di-ˈkan-tər	CVC1VCCVC	_dIHk1AEntAXr.
hypertext	CVCVCCVCCC	0,2,5	ˈhī-pər-ˌtekst	CVCVCC1VCCC	_hAYpAXrt1EHkst.
gaslight	CVCCVC	0,3	ˈgas-ˌlīt	C1VC C2VC	_g1AEs ~l2AYt.
rheumatism	CVCVCVCVC	0,2,4,6	ˈrü-mə-ˌti-zəm	C1VCVCVCVC	_r1UWmAXtIHzAXm.
tracksuit	CCVCCVC	0,4	ˈtrak-ˌsüt	CC1VC C2VC	_tr1AEk ~s2UWt.
adhere	VCCVC	0,2	ad-ˈhir	VCC1VC	_AXdh1IYr.
phonetic	CVCVCVC	0,2,4	fə-ˈne-tik	CVC1VCVC	_fAXn1EHtIXk.
columbus	CVCVCCVC	0,2,5	kə-ˈləm-bəs	CVC1VCCVC	_kAXl1UXmbAXs.
mountainous	CVCCVCVC	0,3,5	ˈmau̇n-tə-nəs	C1VCCVCVC	_m1AWntIXnIXs.
itinerary	VCVCVCVCV	0,1,3,5,8	ī-ˈti-nə-ˌrer-ē	VC1VCVCCVCV	_AYt1IHnAXrrEHrIY.
sprint	CCCVCC	0	ˈsprint	CCC1VCC	_spr1IHnt.
siamese	CVVCVC	0,2,3	ˌsī-ə-ˈmēz	CVVC1VC	_sAYIXm1IYz.
mixer	CVCCVC	0,3	ˈmik-sər	C1VCCVC	_m1IHksAXr.
imprecation	VCCCVCVCVC	0,2,5,7	ˌim-pri-ˈkā-shən	VCCCVC1VCVC	_IHmprIHk1EYSIXn.
monomial	CVCVCVVC	0,2,4,6	mä-ˈnō-mē-əl	CVC1VCVVC	_mAAn1OWmIYIXl.
unmade	VCCVC	0,2	ˌən-ˈmād	1VCC1VC	_1UXnm1EYd.
lettering	CVCVCVC	0,2,4	ˈle-tə-riŋ	C1VCVC=VC	_l1EHtAXr=IHN.
conjunction	CVCCVCCCVC	0,3,7	kən-ˈjəŋ(k)-shən	CVCC1VCCCVC	_kAXnJ1UXNkSIXn.
flak	CCVC	0	ˈflak	CC1VC	_fl1AEk.
mirth	CVCC	0	ˈmərth	C1VCC	_m1AXrT.
devoice	CVCVC	0,2	(ˌ)dē-ˈvȯis	C1V=C1VC	_d1IY=v1OYs.
tartan	CVCCVC	0,3	ˈtär-tən	C1VCCVC	_t1AArtIXn.
clerk	CCVCC	0	ˈklərk	CC1VCC	_kl1AXrk.
grin	CCVC	0	ˈgrin	CC1VC	_gr1IHn.
charm	CVCC	0	ˈchärm	C1VCC	_C1AArm.
away	VCV	0,1	ə-ˈwā	VC1V	_AXw1EY.
sectional	CVCCCVC	0,3	ˈsek-shnəl	C1VCCVCVC	_s1EHkSIXnAXl.
petite	CVCVC	0,2	pə-ˈtēt	CVC1VC	_pAXt1IYt.
stop	CCVC	0	ˈstäp	CC1VC	_st1AAp.
breakdown	CCVCCVC	0,4	ˈbrāk-ˌdau̇n	CC1VCCVC	_br1EYkdAWn.
hermeneutic	CVCCVCVCVC	0,3,5,7	ˌhər-mə-ˈnü-tik	C1VCCVCC1VCVC	_h1AXrmAXny1UWtIHk.
changeless	CVCCCVC	0,4	ˈchānj-ləs	C1VCCCVC	_C1EYnJlIXs.
twister	CCVCCVC	0,4	ˈtwis-tər	CC1VCCVC	_tw1IHstAXr.
asparagus	VCCVCVCVC	0,1,5,6	ə-ˈsper-ə-gəs	VCC1VCVCVC	_AXsp1AErAXgAXs.
chemise	CVCVC	0,2	shə-ˈmēz	CVC1VC	_SIXm1IYz.
totalitarianism	CVCVCVCVCVVCVCVC	0,2,4,6,9,10,11,13	(ˌ)tō-ˌta-lə-ˈter-ē-ə-ˌni-zəm	CVCVCVC1VCVVCVCVC	_tOWtAElIXt1EHrIYIXnIHzAXm.
muzzle	CVCVC	0,2	ˈmə-zəl	C1VCVC	_m1UXzAXl.
furniture	CVCCVCVC	0,3,5	ˈfər-ni-chər	C1VCCVCVC	_f1AXrnIXCAXr.
shuttlecock	CVCVCCVC	0,2,5	ˈshə-təl-ˌkäk	C1VCVC C2VC	_S1UXtAXl ~k2AAk.
specification	CCVCVCVCVCVC	0,3,5,7,9	ˌspe-sə-fə-ˈkā-shən	CCVCVCVC1VCVC	_spEHsIXfIHk1EYSIXn.
mallet	CVCVC	0,2	ˈma-lət	C1VCVC	_m1AElIXt.
snivel	CCVCVC	0,3	ˈsni-vəl	CC1VCVC	_sn1IHvAXl.
joust	CVCC	0	ˈjau̇st	C1VCC	_J1AWst.
scurvy	CCVCCV	0,4	ˈskər-vē	CC1VCCV	_sk1AXrvIY.
patriarchal	CVCCVVCCVC	0,2,5,7	ˌpā-trē-ˈär-kəl	CVCCV1VCCVC	_pEYtrIY1AArkAXl.
archly	VCCCV	0,3	ˈärch-lē	1VCC=CV	_1AArC=lIY.
expound	VCCCVCC	0,2	ik-ˈspau̇nd	VCCC1VCC	_IHksp1AWnd.
pretended	CCVCVCCVC	0,3,6	pri-ˈten-dəd	CCVC1VCCVC	_prIHt1EHndIXd.
rightward	CVCCVCC	0,3	ˈrīt-wərd	C1VC=CVCC	_r1AYt=wAXrd.
stifle	CCVCVC	0,3	ˈstī-fəl	CC1VCVC	_st1AYfAXl.
wrangle	CVCCVC	0,3	ˈraŋ-gəl	C1VCCVC	_r1AENgAXl.
balcony	CVCCVCV	0,3,5	ˈbal-kə-nē	C1VCCVCV	_b1AElkAXnIY.
graham	CCVVC	0,3	ˈgrā-əm	CC1VVC	_gr1EYIXm.
sewage	CVVC	0,2	ˈsü-ij	C1VVC	_s1UWIHJ.
pulmonary	CVCCVCVCV	0,3,5,8	ˈpu̇l-mə-ˌner-ē	C1VCCVCVCV	_p1UXlmAXnEHrIY.
helix	CVCVCC	0,2	ˈhē-liks	C1VCVCC	_h1IYlIHks.
pharmacist	CVCCVCVCC	0,3,5	ˈfär-mə-sist	C1VCCVCVCC	_f1AArmAXsIXst.
growling	CCVCVC	0,3	ˈgrau̇-liŋ	CC1VC=VC	_gr1AWl=IHN.
hovel	CVCVC	0,2	ˈhə-vəl	C1VCVC	_h1UXvAXl.
upon	VCVC	0,1	ə-ˈpȯn	VC1VC	_AXp1AOn.
lamp	CVCC	0	ˈlamp	C1VCC	_l1AEmp.
prestidigitation	CCVCCVCVCVCVCVC	0,4,6,8,10,12	ˌpres-tə-ˌdi-jə-ˈtā-shən	CC1VCCVCVCVC1VCVC	_pr1EHstIXdIHJIXt1EYSIXn.
brown	CCVC	0	ˈbrau̇n	CC1VC	_br1AWn.
guidance	CVCVCC	0,2	ˈgī-dən(t)s	C1VCVCC	_g1AYdIXns.
crenellation	CCVCVCVCVC	0,3,5,7	ˌkre-nə-ˈlā-shən	CCVCVC1VCVC	_krEHnIXl1EYSIXn.
brow	CCV	0	ˈbrau̇	CC1V	_br1AW.
skittle	CCVCVC	0,3	ˈski-təl	CC1VCVC	_sk1IHtAXl.
verse	CVCC	0	ˈvərs	C1VCC	_v1AXrs.
recruitment	CVCCVCCVCC	0,2,6	ri-ˈkrüt-mənt	CVCC1VCCVCC	_rIXkr1UWtmIXnt.
benediction	CVCVCVCCVC	0,2,4,7	ˌbe-nə-ˈdik-shən	CVCVC1VCCVC	_bEHnIXd1IHkSIXn.
condiment	CVCCVCVCC	0,3,5	ˈkän-də-mənt	C1VCCVCVCC	_k1AAndIXmIXnt.
modernism	CVCVCCVCVC	0,2,5,7	ˈmä-dər-ˌni-zəm	C1VCVCCVCVC	_m1AAdAXrnIHzAXm.
simply	CVCCCV	0,3	ˈsim-plē	C1VCC=CV	_s1IHmp=lIY.
supercilious	CVCVCCVCVVC	0,2,5,7,9	ˌsü-pər-ˈsi-lē-əs	C1VCVCC1VCVVC	_s1UWpAXrs1IHlIYIXs.
week	CVC	0	ˈwēk	C1VC	_w1IYk.
foundation	CVCCVCVC	0,3,5	fau̇n-ˈdā-shən	CVCC1VCVC	_fAWnd1EYSIXn.
causality	CVCVCVCV	0,2,4,6	kȯ-ˈza-lə-tē	CVC1VCVCV	_kAOz1AElIXtIY.
foreman	CVCCVC	0,3	ˈfȯr-mən	C1VCCVC	_f1AOrmAXn.
threesome	CCVCVC	0,3	ˈthrē-səm	CC1V C2VC	_Tr1IY ~s2UXm.
eavesdrop	VCCCCVC	0,3	ˈēvz-ˌdräp	1VCCCCVC	_1IYvzdrAAp.
